OrderID,OrderDate,DeliveryDate,CustomerName,ProductCategory,ProductName,Quantity,UnitPrice,PaymentMethod,OrderStatus,City,State,Region,TotalAmount
10200,2024-05-05,2024-01-09,Rohit Verma,Home Appliances,Mobile,1,62517,Cash on Delivery,Delivered,Bengaluru,Maharashtra,East,62517
10201,2024-05-09,2024-01-06,Neha Patil,Home Appliances,Laptop,4,74062,UPI,Cancelled,Pune,Telangana,North,296248
10202,2024-02-22,2024-01-05,Rahul Mehta,Electronics,Face Cream,5,12081,UPI,Returned,Pune,Maharashtra,South,60405
10203,2024-06-20,2024-01-07,Rahul Mehta,Books,Face Cream,5,5815,Cash on Delivery,Cancelled,Pune,Maharashtra,South,29075
10204,2024-06-08,2024-01-11,Amit Sharma,Beauty,Novel,4,36433,Debit Card,Cancelled,Mumbai,Telangana,West,145732
10205,2024-06-08,2024-01-08,Karan Malhotra,Clothing,Mixer,5,77246,Credit Card,Returned,Hyderabad,Delhi,East,386230
10206,2024-03-08,2024-01-05,Karan Malhotra,Clothing,Mixer,2,9395,Debit Card,Cancelled,Hyderabad,Karnataka,North,18790
10207,2024-05-02,2024-01-06,Pooja Singh,Home Appliances,Shirt,4,20770,UPI,Returned,Hyderabad,Karnataka,West,83080
10208,2024-05-24,2024-01-07,Anjali Deshmukh,Books,Headphones,2,43429,Cash on Delivery,Returned,Hyderabad,Maharashtra,North,86858
10209,2024-02-07,2024-01-10,Suresh Iyer,Electronics,Headphones,2,8831,Cash on Delivery,Cancelled,Mumbai,Telangana,East,17662
10210,2024-01-24,2024-01-06,Neha Patil,Books,Novel,3,37338,Debit Card,In Transit,Chennai,Tamil Nadu,East,112014
10211,2024-03-09,2024-01-11,Sneha Kulkarni,Books,Face Cream,4,42974,Debit Card,Returned,Delhi,Delhi,East,171896
10212,2024-04-25,2024-01-06,Suresh Iyer,Electronics,Shirt,5,30131,Credit Card,Cancelled,Delhi,Maharashtra,South,150655
10213,2024-04-07,2024-01-07,Suresh Iyer,Home Appliances,Shirt,2,57474,Net Banking,Returned,Hyderabad,Karnataka,East,114948
10214,2024-05-18,2024-01-06,Priya Nair,Books,Shirt,3,11579,Net Banking,In Transit,Bengaluru,Telangana,West,34737
10215,2024-05-23,2024-01-07,Amit Sharma,Clothing,Novel,4,38520,Credit Card,In Transit,Pune,Telangana,South,154080
10216,2024-04-06,2024-01-05,Rahul Mehta,Electronics,Headphones,4,60910,Net Banking,Delivered,Mumbai,Maharashtra,North,243640
10217,2024-05-03,2024-01-12,Pooja Singh,Beauty,Face Cream,1,53019,UPI,Returned,Bengaluru,Tamil Nadu,West,53019
10218,2024-03-10,2024-01-07,Karan Malhotra,Home Appliances,Shirt,1,53351,Net Banking,Returned,Bengaluru,Karnataka,West,53351
10219,2024-04-02,2024-01-07,Amit Sharma,Electronics,Face Cream,2,72313,Credit Card,Cancelled,Hyderabad,Maharashtra,North,144626
10220,2024-01-03,2024-01-08,Priya Nair,Beauty,Mobile,1,56952,Net Banking,Returned,Mumbai,Tamil Nadu,South,56952
10221,2024-05-27,2024-01-07,Sneha Kulkarni,Beauty,Mixer,2,65824,Cash on Delivery,Delivered,Delhi,Telangana,West,131648
10222,2024-06-12,2024-01-07,Pooja Singh,Books,Mixer,5,6770,Debit Card,In Transit,Pune,Delhi,West,33850
10223,2024-05-26,2024-01-10,Priya Nair,Books,Face Cream,2,67898,UPI,In Transit,Delhi,Karnataka,West,135796
10224,2024-03-30,2024-01-12,Rahul Mehta,Books,Laptop,1,42098,Cash on Delivery,Delivered,Bengaluru,Karnataka,South,42098
10225,2024-05-26,2024-01-05,Rahul Mehta,Electronics,Laptop,5,53773,Cash on Delivery,Returned,Pune,Tamil Nadu,South,268865
10226,2024-05-27,2024-01-11,Rahul Mehta,Electronics,Novel,1,20180,Credit Card,Returned,Chennai,Maharashtra,South,20180
10227,2024-04-05,2024-01-08,Amit Sharma,Home Appliances,Novel,2,44739,Debit Card,Delivered,Bengaluru,Telangana,West,89478
10228,2024-02-21,2024-01-10,Amit Sharma,Books,Mixer,3,14608,Debit Card,Cancelled,Delhi,Tamil Nadu,East,43824
10229,2024-06-09,2024-01-09,Karan Malhotra,Beauty,Mobile,4,35381,UPI,In Transit,Delhi,Delhi,North,141524
10230,2024-06-16,2024-01-12,Karan Malhotra,Clothing,Headphones,1,75542,Credit Card,Delivered,Hyderabad,Delhi,East,75542
10231,2024-05-07,2024-01-05,Sneha Kulkarni,Home Appliances,Headphones,2,50683,UPI,Delivered,Delhi,Delhi,South,101366
10232,2024-02-08,2024-01-05,Pooja Singh,Electronics,Novel,5,10137,Net Banking,Returned,Mumbai,Tamil Nadu,West,50685
10233,2024-03-22,2024-01-09,Rohit Verma,Home Appliances,Mobile,1,52451,Cash on Delivery,In Transit,Bengaluru,Telangana,West,52451
10234,2024-04-13,2024-01-11,Rohit Verma,Home Appliances,Novel,1,37124,UPI,Returned,Pune,Karnataka,East,37124
10235,2024-05-08,2024-01-07,Priya Nair,Home Appliances,Headphones,4,33373,Cash on Delivery,Delivered,Delhi,Maharashtra,East,133492
10236,2024-01-11,2024-01-10,Rahul Mehta,Home Appliances,Face Cream,2,26599,Credit Card,Cancelled,Hyderabad,Karnataka,North,53198
10237,2024-06-26,2024-01-06,Pooja Singh,Clothing,Novel,3,59161,Net Banking,In Transit,Hyderabad,Telangana,West,177483
10238,2024-05-30,2024-01-08,Suresh Iyer,Books,Shirt,5,30363,Credit Card,Delivered,Delhi,Karnataka,East,151815
10239,2024-06-07,2024-01-06,Amit Sharma,Beauty,Face Cream,2,69753,Net Banking,Delivered,Mumbai,Tamil Nadu,North,139506
10240,2024-02-11,2024-01-09,Anjali Deshmukh,Home Appliances,Novel,5,68772,Net Banking,Cancelled,Hyderabad,Delhi,South,343860
10241,2024-04-08,2024-01-05,Neha Patil,Home Appliances,Mixer,1,14806,Cash on Delivery,Delivered,Pune,Telangana,East,14806
10242,2024-01-07,2024-01-11,Sneha Kulkarni,Home Appliances,Novel,4,26326,Credit Card,Delivered,Bengaluru,Telangana,South,105304
10243,2024-05-23,2024-01-05,Rahul Mehta,Books,Mixer,4,27972,Credit Card,In Transit,Chennai,Karnataka,North,111888
10244,2024-03-30,2024-01-08,Rahul Mehta,Electronics,Mobile,3,38717,UPI,In Transit,Mumbai,Tamil Nadu,South,116151
10245,2024-04-21,2024-01-05,Rahul Mehta,Electronics,Headphones,4,52713,Credit Card,In Transit,Hyderabad,Karnataka,West,210852
10246,2024-02-29,2024-01-05,Amit Sharma,Clothing,Face Cream,1,65366,UPI,Returned,Bengaluru,Karnataka,West,65366
10247,2024-04-22,2024-01-08,Amit Sharma,Electronics,Face Cream,3,59513,Debit Card,Cancelled,Chennai,Telangana,South,178539
10248,2024-01-02,2024-01-10,Neha Patil,Home Appliances,Laptop,2,51271,Debit Card,In Transit,Delhi,Karnataka,West,102542
10249,2024-05-08,2024-01-10,Suresh Iyer,Home Appliances,Laptop,4,27581,Debit Card,Returned,Delhi,Delhi,North,110324
10250,2024-02-17,2024-01-08,Pooja Singh,Home Appliances,Headphones,3,28391,Credit Card,Returned,Pune,Karnataka,West,85173
10251,2024-05-19,2024-01-11,Rahul Mehta,Clothing,Laptop,1,50794,Credit Card,Cancelled,Chennai,Delhi,South,50794
10252,2024-02-06,2024-01-09,Rohit Verma,Home Appliances,Face Cream,5,18910,UPI,Cancelled,Delhi,Telangana,South,94550
10253,2024-06-08,2024-01-12,Karan Malhotra,Electronics,Novel,5,1379,Net Banking,Delivered,Delhi,Tamil Nadu,South,6895
10254,2024-01-09,2024-01-05,Rohit Verma,Books,Mobile,1,47051,UPI,Returned,Hyderabad,Delhi,East,47051
10255,2024-04-08,2024-01-11,Priya Nair,Books,Mobile,1,55732,Debit Card,In Transit,Pune,Tamil Nadu,South,55732
10256,2024-05-26,2024-01-05,Rohit Verma,Beauty,Headphones,5,31251,UPI,Cancelled,Bengaluru,Tamil Nadu,North,156255
10257,2024-02-17,2024-01-12,Priya Nair,Electronics,Laptop,3,78591,Net Banking,Returned,Delhi,Delhi,West,235773
10258,2024-05-10,2024-01-09,Anjali Deshmukh,Home Appliances,Novel,5,60172,Credit Card,In Transit,Mumbai,Telangana,West,300860
10259,2024-05-27,2024-01-10,Karan Malhotra,Books,Mobile,1,7535,UPI,Returned,Mumbai,Maharashtra,East,7535
10260,2024-05-31,2024-01-11,Rohit Verma,Electronics,Mobile,4,63012,Debit Card,Cancelled,Bengaluru,Tamil Nadu,East,252048
10261,2024-02-23,2024-01-07,Anjali Deshmukh,Books,Shirt,2,21773,Debit Card,Delivered,Chennai,Tamil Nadu,North,43546
10262,2024-04-29,2024-01-07,Sneha Kulkarni,Home Appliances,Shirt,4,67867,Credit Card,Returned,Pune,Telangana,South,271468
10263,2024-06-09,2024-01-12,Pooja Singh,Books,Face Cream,4,32530,UPI,In Transit,Hyderabad,Telangana,East,130120
10264,2024-05-31,2024-01-07,Anjali Deshmukh,Beauty,Mobile,1,69176,Net Banking,Cancelled,Mumbai,Karnataka,West,69176
10265,2024-04-25,2024-01-10,Pooja Singh,Beauty,Headphones,5,40944,Credit Card,Delivered,Mumbai,Telangana,East,204720
10266,2024-03-15,2024-01-12,Rohit Verma,Books,Mixer,3,48964,UPI,In Transit,Bengaluru,Tamil Nadu,East,146892
10267,2024-04-22,2024-01-10,Suresh Iyer,Electronics,Mixer,4,45503,Cash on Delivery,In Transit,Chennai,Delhi,South,182012
10268,2024-06-12,2024-01-09,Anjali Deshmukh,Electronics,Novel,5,66977,Debit Card,In Transit,Chennai,Maharashtra,East,334885
10269,2024-06-14,2024-01-05,Karan Malhotra,Electronics,Mobile,3,25725,Net Banking,Returned,Bengaluru,Karnataka,North,77175
10270,2024-04-13,2024-01-09,Rohit Verma,Books,Mobile,4,70106,Net Banking,Cancelled,Mumbai,Delhi,West,280424
10271,2024-03-24,2024-01-09,Rahul Mehta,Electronics,Face Cream,3,43114,Net Banking,In Transit,Pune,Maharashtra,South,129342
10272,2024-04-21,2024-01-10,Amit Sharma,Home Appliances,Mobile,5,70519,Debit Card,Returned,Mumbai,Maharashtra,West,352595
10273,2024-04-08,2024-01-12,Anjali Deshmukh,Beauty,Headphones,2,49946,UPI,Cancelled,Chennai,Maharashtra,North,99892
10274,2024-06-01,2024-01-12,Karan Malhotra,Home Appliances,Shirt,5,40184,Credit Card,Cancelled,Hyderabad,Delhi,North,200920
10275,2024-04-02,2024-01-07,Sneha Kulkarni,Electronics,Mobile,1,69622,UPI,Returned,Mumbai,Karnataka,East,69622
10276,2024-05-25,2024-01-06,Rahul Mehta,Home Appliances,Mobile,3,21950,Credit Card,Returned,Pune,Karnataka,East,65850
10277,2024-05-07,2024-01-05,Sneha Kulkarni,Electronics,Face Cream,2,9490,Net Banking,In Transit,Delhi,Maharashtra,East,18980
10278,2024-04-19,2024-01-10,Rohit Verma,Books,Laptop,3,38496,UPI,Cancelled,Mumbai,Delhi,West,115488
10279,2024-03-22,2024-01-07,Amit Sharma,Home Appliances,Face Cream,3,39749,Net Banking,Delivered,Bengaluru,Maharashtra,North,119247
10280,2024-02-23,2024-01-11,Anjali Deshmukh,Books,Face Cream,4,39961,Cash on Delivery,Returned,Delhi,Telangana,South,159844
10281,2024-06-11,2024-01-06,Anjali Deshmukh,Books,Headphones,1,30009,Net Banking,Cancelled,Bengaluru,Karnataka,East,30009
10282,2024-06-17,2024-01-06,Suresh Iyer,Clothing,Novel,3,75479,Net Banking,Cancelled,Bengaluru,Tamil Nadu,West,226437
10283,2024-06-09,2024-01-10,Suresh Iyer,Electronics,Mobile,5,10243,Credit Card,In Transit,Bengaluru,Maharashtra,East,51215
10284,2024-03-08,2024-01-08,Rohit Verma,Beauty,Face Cream,5,43540,Cash on Delivery,Delivered,Mumbai,Telangana,North,217700
10285,2024-02-02,2024-01-05,Rohit Verma,Electronics,Face Cream,4,46060,Net Banking,In Transit,Chennai,Karnataka,South,184240
10286,2024-05-21,2024-01-06,Amit Sharma,Beauty,Laptop,1,21342,Net Banking,Delivered,Delhi,Delhi,North,21342
10287,2024-01-21,2024-01-10,Suresh Iyer,Electronics,Face Cream,1,44194,Cash on Delivery,Delivered,Pune,Karnataka,West,44194
10288,2024-02-17,2024-01-10,Karan Malhotra,Books,Mixer,5,7169,Cash on Delivery,Returned,Chennai,Delhi,East,35845
10289,2024-05-27,2024-01-07,Karan Malhotra,Home Appliances,Novel,2,61378,UPI,Cancelled,Mumbai,Delhi,North,122756
10290,2024-05-07,2024-01-11,Amit Sharma,Home Appliances,Mobile,4,57059,Credit Card,Cancelled,Bengaluru,Maharashtra,West,228236
10291,2024-05-15,2024-01-08,Karan Malhotra,Clothing,Mobile,4,44606,Cash on Delivery,Cancelled,Pune,Maharashtra,East,178424
10292,2024-05-14,2024-01-05,Priya Nair,Beauty,Laptop,5,55671,Cash on Delivery,Delivered,Delhi,Karnataka,South,278355
10293,2024-05-24,2024-01-12,Pooja Singh,Beauty,Headphones,5,21218,Debit Card,Cancelled,Chennai,Telangana,North,106090
10294,2024-05-07,2024-01-09,Amit Sharma,Beauty,Mobile,2,28679,Cash on Delivery,Returned,Hyderabad,Karnataka,East,57358
10295,2024-02-02,2024-01-11,Amit Sharma,Books,Mixer,2,3262,Credit Card,Delivered,Chennai,Tamil Nadu,East,6524
10296,2024-06-24,2024-01-11,Neha Patil,Beauty,Mobile,1,14151,Net Banking,Delivered,Pune,Delhi,East,14151
10297,2024-04-24,2024-01-07,Rahul Mehta,Home Appliances,Mixer,4,46047,Net Banking,Delivered,Mumbai,Delhi,East,184188
10298,2024-04-28,2024-01-12,Rahul Mehta,Books,Novel,4,52649,Net Banking,Delivered,Delhi,Maharashtra,North,210596
10299,2024-01-22,2024-01-06,Priya Nair,Electronics,Novel,5,71132,Net Banking,Returned,Pune,Telangana,East,355660
10300,2024-06-06,2024-01-06,Suresh Iyer,Beauty,Shirt,1,56656,Debit Card,Cancelled,Bengaluru,Maharashtra,West,56656
10301,2024-02-07,2024-01-07,Rohit Verma,Beauty,Shirt,4,15045,Cash on Delivery,Returned,Delhi,Tamil Nadu,North,60180
10302,2024-04-18,2024-01-10,Rohit Verma,Electronics,Mixer,1,6030,Net Banking,Cancelled,Chennai,Karnataka,East,6030
10303,2024-02-20,2024-01-06,Sneha Kulkarni,Beauty,Headphones,1,14221,UPI,Returned,Pune,Karnataka,North,14221
10304,2024-01-08,2024-01-08,Priya Nair,Electronics,Mobile,5,71438,Net Banking,In Transit,Chennai,Telangana,West,357190
10305,2024-01-27,2024-01-05,Amit Sharma,Books,Face Cream,1,19323,Cash on Delivery,In Transit,Chennai,Maharashtra,West,19323
10306,2024-01-27,2024-01-11,Priya Nair,Home Appliances,Mobile,2,45649,Net Banking,In Transit,Chennai,Maharashtra,North,91298
10307,2024-01-21,2024-01-11,Priya Nair,Electronics,Shirt,2,42279,Debit Card,In Transit,Mumbai,Tamil Nadu,East,84558
10308,2024-01-30,2024-01-08,Priya Nair,Clothing,Face Cream,3,23137,Credit Card,Delivered,Chennai,Karnataka,East,69411
10309,2024-04-06,2024-01-12,Rahul Mehta,Electronics,Mixer,5,15297,Credit Card,Delivered,Bengaluru,Maharashtra,West,76485
10310,2024-01-28,2024-01-06,Priya Nair,Beauty,Face Cream,3,45339,Cash on Delivery,Returned,Bengaluru,Telangana,East,136017
10311,2024-04-20,2024-01-11,Pooja Singh,Books,Mobile,2,21223,Credit Card,Returned,Delhi,Karnataka,West,42446
10312,2024-03-01,2024-01-09,Rohit Verma,Books,Mobile,3,9176,Credit Card,In Transit,Hyderabad,Tamil Nadu,East,27528
10313,2024-02-17,2024-01-12,Sneha Kulkarni,Electronics,Headphones,5,61273,UPI,Cancelled,Chennai,Telangana,West,306365
10314,2024-05-26,2024-01-05,Pooja Singh,Home Appliances,Laptop,5,3187,Cash on Delivery,In Transit,Chennai,Delhi,South,15935
10315,2024-01-04,2024-01-05,Sneha Kulkarni,Clothing,Face Cream,1,64023,Cash on Delivery,Returned,Pune,Tamil Nadu,East,64023
10316,2024-02-04,2024-01-11,Neha Patil,Books,Shirt,4,42722,Credit Card,In Transit,Mumbai,Telangana,East,170888
10317,2024-02-18,2024-01-07,Sneha Kulkarni,Beauty,Shirt,1,51713,Credit Card,Returned,Hyderabad,Maharashtra,East,51713
10318,2024-01-17,2024-01-12,Rohit Verma,Beauty,Laptop,5,3141,Credit Card,In Transit,Delhi,Delhi,North,15705
10319,2024-06-20,2024-01-11,Rohit Verma,Home Appliances,Mobile,2,29056,Debit Card,Cancelled,Hyderabad,Tamil Nadu,East,58112
10320,2024-06-06,2024-01-07,Priya Nair,Books,Headphones,2,71876,Net Banking,In Transit,Chennai,Maharashtra,North,143752
10321,2024-02-15,2024-01-11,Anjali Deshmukh,Electronics,Headphones,1,10604,Debit Card,Cancelled,Pune,Delhi,North,10604
10322,2024-04-26,2024-01-09,Neha Patil,Beauty,Shirt,5,30641,Cash on Delivery,Cancelled,Mumbai,Karnataka,West,153205
10323,2024-01-06,2024-01-12,Amit Sharma,Home Appliances,Headphones,2,5058,UPI,Returned,Delhi,Maharashtra,North,10116
10324,2024-04-08,2024-01-10,Karan Malhotra,Books,Novel,5,17310,Net Banking,Cancelled,Hyderabad,Telangana,North,86550
10325,2024-05-03,2024-01-05,Sneha Kulkarni,Books,Laptop,2,61058,UPI,Delivered,Delhi,Tamil Nadu,South,122116
10326,2024-02-06,2024-01-11,Anjali Deshmukh,Books,Mobile,5,31958,Cash on Delivery,Delivered,Chennai,Delhi,East,159790
10327,2024-01-24,2024-01-09,Priya Nair,Books,Novel,3,49302,Cash on Delivery,Delivered,Delhi,Maharashtra,North,147906
10328,2024-04-02,2024-01-07,Rahul Mehta,Books,Laptop,5,1675,UPI,Returned,Pune,Karnataka,East,8375
10329,2024-02-15,2024-01-07,Amit Sharma,Beauty,Mixer,5,22392,UPI,Delivered,Delhi,Tamil Nadu,North,111960
10330,2024-04-04,2024-01-05,Suresh Iyer,Home Appliances,Face Cream,1,790,UPI,Returned,Bengaluru,Tamil Nadu,West,790
10331,2024-04-08,2024-01-08,Anjali Deshmukh,Books,Shirt,3,4029,Cash on Delivery,Returned,Pune,Maharashtra,South,12087
10332,2024-04-25,2024-01-11,Rahul Mehta,Clothing,Headphones,4,6274,Credit Card,Delivered,Hyderabad,Karnataka,North,25096
10333,2024-06-08,2024-01-12,Neha Patil,Clothing,Mixer,1,21698,UPI,Cancelled,Mumbai,Delhi,East,21698
10334,2024-06-09,2024-01-06,Priya Nair,Home Appliances,Headphones,4,34950,Net Banking,In Transit,Mumbai,Maharashtra,West,139800
10335,2024-03-07,2024-01-07,Amit Sharma,Electronics,Novel,2,21592,Cash on Delivery,Returned,Chennai,Delhi,East,43184
10336,2024-05-07,2024-01-12,Amit Sharma,Electronics,Mobile,4,3459,Debit Card,Delivered,Chennai,Tamil Nadu,West,13836
10337,2024-01-18,2024-01-12,Amit Sharma,Electronics,Mobile,5,63066,Debit Card,Returned,Bengaluru,Delhi,South,315330
10338,2024-01-25,2024-01-10,Neha Patil,Clothing,Mobile,4,17365,Net Banking,Cancelled,Hyderabad,Karnataka,West,69460
10339,2024-02-23,2024-01-12,Sneha Kulkarni,Electronics,Headphones,1,21938,Credit Card,Cancelled,Mumbai,Telangana,East,21938
10340,2024-02-27,2024-01-12,Suresh Iyer,Beauty,Mixer,1,1373,UPI,Delivered,Mumbai,Karnataka,East,1373
10341,2024-03-07,2024-01-10,Neha Patil,Books,Mobile,4,46811,Cash on Delivery,Returned,Mumbai,Delhi,North,187244
10342,2024-04-13,2024-01-07,Karan Malhotra,Clothing,Mixer,1,29620,UPI,In Transit,Mumbai,Maharashtra,West,29620
10343,2024-06-22,2024-01-12,Suresh Iyer,Home Appliances,Headphones,1,70176,Cash on Delivery,In Transit,Delhi,Tamil Nadu,East,70176
10344,2024-01-24,2024-01-08,Rohit Verma,Home Appliances,Novel,4,35224,Debit Card,Returned,Hyderabad,Telangana,North,140896
10345,2024-04-23,2024-01-08,Priya Nair,Books,Mixer,3,41034,UPI,Returned,Pune,Maharashtra,South,123102
10346,2024-02-01,2024-01-09,Neha Patil,Clothing,Novel,3,68416,Net Banking,Returned,Pune,Maharashtra,East,205248
10347,2024-06-23,2024-01-10,Rahul Mehta,Electronics,Headphones,2,40325,Credit Card,Delivered,Bengaluru,Karnataka,North,80650
10348,2024-03-26,2024-01-09,Suresh Iyer,Electronics,Headphones,1,2459,Net Banking,Cancelled,Delhi,Delhi,East,2459
10349,2024-05-30,2024-01-10,Karan Malhotra,Beauty,Shirt,4,49240,Credit Card,In Transit,Mumbai,Karnataka,West,196960
10350,2024-05-06,2024-01-11,Rohit Verma,Beauty,Headphones,1,79736,UPI,Delivered,Mumbai,Delhi,North,79736
10351,2024-06-03,2024-01-11,Sneha Kulkarni,Electronics,Headphones,5,77276,UPI,Returned,Chennai,Karnataka,West,386380
10352,2024-05-09,2024-01-12,Rahul Mehta,Home Appliances,Laptop,1,14978,Credit Card,Returned,Chennai,Maharashtra,South,14978
10353,2024-01-17,2024-01-06,Suresh Iyer,Home Appliances,Mobile,1,61375,Debit Card,Cancelled,Bengaluru,Tamil Nadu,West,61375
10354,2024-04-13,2024-01-11,Priya Nair,Beauty,Shirt,3,47504,Cash on Delivery,Returned,Mumbai,Delhi,North,142512
10355,2024-06-09,2024-01-06,Rahul Mehta,Books,Face Cream,4,12321,Net Banking,Delivered,Bengaluru,Telangana,East,49284
10356,2024-05-16,2024-01-11,Rohit Verma,Electronics,Shirt,1,7072,Net Banking,Delivered,Delhi,Telangana,North,7072
10357,2024-02-12,2024-01-05,Rahul Mehta,Beauty,Shirt,3,67463,Net Banking,Cancelled,Pune,Maharashtra,West,202389
10358,2024-06-24,2024-01-11,Pooja Singh,Beauty,Face Cream,2,74055,UPI,Delivered,Mumbai,Karnataka,West,148110
10359,2024-02-08,2024-01-09,Anjali Deshmukh,Electronics,Laptop,3,23764,Net Banking,In Transit,Hyderabad,Karnataka,East,71292
10360,2024-06-18,2024-01-07,Sneha Kulkarni,Electronics,Novel,3,51437,Cash on Delivery,Delivered,Delhi,Maharashtra,South,154311
10361,2024-01-26,2024-01-12,Rohit Verma,Home Appliances,Headphones,3,30532,Cash on Delivery,Delivered,Mumbai,Telangana,North,91596
10362,2024-04-08,2024-01-09,Rahul Mehta,Books,Mobile,1,61797,Credit Card,Delivered,Hyderabad,Telangana,East,61797
10363,2024-02-19,2024-01-07,Anjali Deshmukh,Books,Mixer,1,74324,UPI,In Transit,Chennai,Karnataka,East,74324
10364,2024-06-01,2024-01-08,Anjali Deshmukh,Electronics,Face Cream,2,51748,Cash on Delivery,Returned,Bengaluru,Delhi,East,103496
10365,2024-05-31,2024-01-09,Rahul Mehta,Clothing,Novel,5,1201,Debit Card,Delivered,Chennai,Tamil Nadu,North,6005
10366,2024-01-13,2024-01-08,Priya Nair,Beauty,Face Cream,5,3181,UPI,Cancelled,Pune,Delhi,North,15905
10367,2024-02-29,2024-01-06,Pooja Singh,Beauty,Headphones,5,30163,UPI,In Transit,Chennai,Telangana,North,150815
10368,2024-05-14,2024-01-06,Neha Patil,Electronics,Laptop,2,5922,Cash on Delivery,Cancelled,Mumbai,Delhi,South,11844
10369,2024-02-26,2024-01-05,Pooja Singh,Clothing,Face Cream,5,1678,Debit Card,Delivered,Hyderabad,Tamil Nadu,East,8390
10370,2024-02-05,2024-01-11,Rahul Mehta,Home Appliances,Headphones,5,71486,Credit Card,Cancelled,Chennai,Delhi,West,357430
10371,2024-06-21,2024-01-09,Sneha Kulkarni,Electronics,Headphones,3,45501,Cash on Delivery,Delivered,Mumbai,Delhi,West,136503
10372,2024-01-20,2024-01-08,Neha Patil,Electronics,Laptop,1,59551,Debit Card,In Transit,Pune,Delhi,East,59551
10373,2024-03-05,2024-01-07,Rohit Verma,Beauty,Shirt,1,72872,UPI,Cancelled,Hyderabad,Delhi,West,72872
10374,2024-01-08,2024-01-06,Pooja Singh,Electronics,Shirt,3,39555,Debit Card,Cancelled,Chennai,Maharashtra,South,118665
10375,2024-05-23,2024-01-11,Rahul Mehta,Electronics,Mobile,3,63512,UPI,Delivered,Bengaluru,Telangana,South,190536
10376,2024-05-21,2024-01-06,Pooja Singh,Electronics,Mobile,3,50510,Cash on Delivery,Delivered,Bengaluru,Tamil Nadu,North,151530
10377,2024-04-24,2024-01-07,Neha Patil,Beauty,Shirt,1,22799,Cash on Delivery,Returned,Hyderabad,Telangana,North,22799
10378,2024-05-22,2024-01-11,Karan Malhotra,Home Appliances,Novel,5,51928,Net Banking,Delivered,Bengaluru,Maharashtra,North,259640
10379,2024-04-01,2024-01-11,Suresh Iyer,Home Appliances,Mixer,3,61660,Net Banking,Delivered,Chennai,Maharashtra,North,184980
10380,2024-04-07,2024-01-08,Pooja Singh,Electronics,Headphones,2,4903,Net Banking,Returned,Chennai,Maharashtra,North,9806
10381,2024-03-06,2024-01-08,Rohit Verma,Beauty,Mixer,3,12932,Cash on Delivery,Delivered,Hyderabad,Maharashtra,West,38796
10382,2024-02-01,2024-01-09,Rohit Verma,Home Appliances,Headphones,4,30907,Credit Card,Delivered,Chennai,Delhi,West,123628
10383,2024-03-26,2024-01-09,Amit Sharma,Home Appliances,Shirt,3,66056,Cash on Delivery,Returned,Mumbai,Telangana,North,198168
10384,2024-02-20,2024-01-10,Pooja Singh,Home Appliances,Mobile,1,47294,Debit Card,In Transit,Pune,Karnataka,South,47294
10385,2024-06-01,2024-01-12,Suresh Iyer,Beauty,Novel,3,63682,Cash on Delivery,In Transit,Bengaluru,Tamil Nadu,West,191046
10386,2024-03-03,2024-01-10,Priya Nair,Beauty,Mobile,4,70654,Cash on Delivery,Delivered,Mumbai,Maharashtra,South,282616
10387,2024-05-04,2024-01-05,Anjali Deshmukh,Electronics,Mixer,2,56644,UPI,Delivered,Hyderabad,Telangana,South,113288
10388,2024-05-29,2024-01-06,Suresh Iyer,Books,Mobile,5,54075,UPI,Returned,Bengaluru,Maharashtra,East,270375
10389,2024-02-27,2024-01-09,Anjali Deshmukh,Home Appliances,Shirt,3,7649,UPI,Returned,Mumbai,Maharashtra,East,22947
10390,2024-02-27,2024-01-08,Anjali Deshmukh,Books,Novel,4,71454,Cash on Delivery,In Transit,Chennai,Maharashtra,North,285816
10391,2024-03-26,2024-01-07,Karan Malhotra,Beauty,Mixer,4,27764,Credit Card,Cancelled,Hyderabad,Maharashtra,South,111056
10392,2024-02-18,2024-01-08,Amit Sharma,Beauty,Novel,2,42924,Debit Card,Delivered,Hyderabad,Maharashtra,West,85848
10393,2024-06-28,2024-01-06,Suresh Iyer,Beauty,Headphones,1,37644,Debit Card,Cancelled,Bengaluru,Tamil Nadu,East,37644
10394,2024-06-18,2024-01-10,Suresh Iyer,Books,Mobile,3,24599,Credit Card,Cancelled,Chennai,Telangana,East,73797
10395,2024-03-10,2024-01-08,Karan Malhotra,Beauty,Novel,4,48275,Credit Card,Returned,Bengaluru,Maharashtra,South,193100
10396,2024-01-15,2024-01-12,Pooja Singh,Electronics,Laptop,2,1762,Debit Card,Delivered,Delhi,Maharashtra,East,3524
10397,2024-02-23,2024-01-05,Pooja Singh,Beauty,Mobile,5,40881,Net Banking,Delivered,Mumbai,Maharashtra,East,204405
10398,2024-04-10,2024-01-06,Pooja Singh,Clothing,Headphones,4,71589,UPI,Returned,Delhi,Maharashtra,West,286356
10399,2024-01-08,2024-01-10,Sneha Kulkarni,Books,Novel,2,14475,UPI,Cancelled,Mumbai,Delhi,South,28950
10400,2024-02-22,2024-01-12,Anjali Deshmukh,Clothing,Mixer,1,6491,Debit Card,Returned,Pune,Delhi,East,6491
10401,2024-02-29,2024-01-07,Sneha Kulkarni,Beauty,Headphones,1,66837,Credit Card,In Transit,Hyderabad,Karnataka,South,66837
